ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2024-10-21T11:54:41.233347439Z,2024-10-21T11:54:41.233181043Z,10,2,38,C,B,0,233.67,3,130,166396,11411787,233.67,233.74,141,200,2,1,233.54,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.48,233.78,28,150,1,2,233.45,233.79,15,29,1,1,233.4,233.8,110,25,2,1,233.39,233.9,10,200,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,AAPL
2024-10-21T11:54:41.234786818Z,2024-10-21T11:54:41.234620509Z,10,2,38,A,B,0,233.67,1,130,166309,11411790,233.67,233.74,142,200,3,1,233.54,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.48,233.78,28,150,1,2,233.45,233.79,15,29,1,1,233.4,233.8,110,25,2,1,233.39,233.9,10,200,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,AAPL
2024-10-21T11:54:41.236073416Z,2024-10-21T11:54:41.235907431Z,10,2,38,C,B,0,233.67,1,130,165985,11411831,233.67,233.74,141,200,2,1,233.54,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.48,233.78,28,150,1,2,233.45,233.79,15,29,1,1,233.4,233.8,110,25,2,1,233.39,233.9,10,200,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,AAPL
2024-10-21T11:54:41.236144516Z,2024-10-21T11:54:41.235977207Z,10,2,38,C,B,0,233.67,2,130,167309,11411832,233.67,233.74,139,200,1,1,233.54,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.48,233.78,28,150,1,2,233.45,233.79,15,29,1,1,233.4,233.8,110,25,2,1,233.39,233.9,10,200,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,AAPL
2024-10-21T11:54:41.238784694Z,2024-10-21T11:54:41.238618235Z,10,2,38,A,B,0,233.7,2,130,166459,11411834,233.7,233.74,2,200,1,1,233.67,233.75,139,1,1,1,233.54,233.77,400,8,1,1,233.53,233.78,10,150,1,2,233.48,233.79,28,29,1,1,233.45,233.8,15,25,1,1,233.4,233.9,110,200,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,AAPL
2024-10-21T11:54:41.239993456Z,2024-10-21T11:54:41.239827037Z,10,2,38,A,B,0,233.7,3,130,166419,11411835,233.7,233.74,5,200,2,1,233.67,233.75,139,1,1,1,233.54,233.77,400,8,1,1,233.53,233.78,10,150,1,2,233.48,233.79,28,29,1,1,233.45,233.8,15,25,1,1,233.4,233.9,110,200,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,AAPL
2024-10-21T11:54:50.970463583Z,2024-10-21T11:54:50.970297264Z,10,2,38,C,A,4,233.79,29,130,166319,11416279,233.7,233.74,5,200,2,1,233.67,233.75,139,1,1,1,233.54,233.77,400,8,1,1,233.53,233.78,10,150,1,2,233.48,233.8,28,25,1,1,233.45,233.9,15,200,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,AAPL
2024-10-21T11:54:50.970503601Z,2024-10-21T11:54:50.970336474Z,10,2,38,A,A,3,233.78,29,130,167127,11416280,233.7,233.74,5,200,2,1,233.67,233.75,139,1,1,1,233.54,233.77,400,8,1,1,233.53,233.78,10,179,1,3,233.48,233.8,28,25,1,1,233.45,233.9,15,200,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,AAPL
2024-10-21T11:54:53.247698803Z,2024-10-21T11:54:53.247532557Z,10,2,38,C,B,0,233.7,3,130,166246,11417889,233.7,233.74,2,200,1,1,233.67,233.75,139,1,1,1,233.54,233.77,400,8,1,1,233.53,233.78,10,179,1,3,233.48,233.8,28,25,1,1,233.45,233.9,15,200,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,AAPL
2024-10-21T11:54:53.249060172Z,2024-10-21T11:54:53.248893986Z,10,2,38,C,B,0,233.7,2,130,166186,11417890,233.67,233.74,139,200,1,1,233.54,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.48,233.78,28,179,1,3,233.45,233.8,15,25,1,1,233.4,233.9,110,200,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,AAPL
2024-10-21T11:54:53.251488043Z,2024-10-21T11:54:53.251320969Z,10,2,38,A,B,0,233.67,3,130,167074,11417891,233.67,233.74,142,200,2,1,233.54,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.48,233.78,28,179,1,3,233.45,233.8,15,25,1,1,233.4,233.9,110,200,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,AAPL
2024-10-21T11:54:53.252712795Z,2024-10-21T11:54:53.252546517Z,10,2,38,A,B,0,233.67,2,130,166278,11417894,233.67,233.74,144,200,3,1,233.54,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.48,233.78,28,179,1,3,233.45,233.8,15,25,1,1,233.4,233.9,110,200,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,AAPL
2024-10-21T11:54:55.503664023Z,2024-10-21T11:54:55.503497741Z,10,2,38,C,B,3,233.48,28,130,166282,11418757,233.67,233.74,144,200,3,1,233.54,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.45,233.78,15,179,1,3,233.4,233.8,110,25,2,1,233.39,233.9,10,200,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,233.24,234.13,1,400,1,1,AAPL
2024-10-21T11:54:55.503707349Z,2024-10-21T11:54:55.503541005Z,10,2,38,A,B,3,233.51,27,130,166344,11418758,233.67,233.74,144,200,3,1,233.54,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.51,233.78,27,179,1,3,233.45,233.8,15,25,1,1,233.4,233.9,110,200,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,AAPL
2024-10-21T11:54:55.551973702Z,2024-10-21T11:54:55.551806996Z,10,2,38,A,B,1,233.59,400,130,166706,11418795,233.67,233.74,144,200,3,1,233.59,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.51,233.78,27,179,1,3,233.45,233.8,15,25,1,1,233.4,233.9,110,200,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,AAPL
2024-10-21T11:54:58.133095032Z,2024-10-21T11:54:58.132928650Z,10,2,38,C,A,5,233.9,200,130,166382,11420067,233.67,233.74,144,200,3,1,233.59,233.75,400,1,1,1,233.53,233.77,10,8,1,1,233.51,233.78,27,179,1,3,233.45,233.8,15,25,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,233.25,234.17,55,1,2,1,AAPL
2024-10-21T11:54:58.134110732Z,2024-10-21T11:54:58.133944065Z,10,2,38,A,A,1,233.75,200,130,166667,11420068,233.67,233.74,144,200,3,1,233.59,233.75,400,201,1,2,233.53,233.77,10,8,1,1,233.51,233.78,27,179,1,3,233.45,233.8,15,25,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,233.25,234.17,55,1,2,1,AAPL
2024-10-21T11:55:09.125208612Z,2024-10-21T11:55:09.125042325Z,10,2,38,C,B,1,233.59,400,130,166287,11428279,233.67,233.74,144,200,3,1,233.53,233.75,10,201,1,2,233.51,233.77,27,8,1,1,233.45,233.78,15,179,1,3,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,233.24,234.17,1,1,1,1,AAPL
2024-10-21T11:55:09.125222408Z,2024-10-21T11:55:09.125055670Z,10,2,38,A,B,1,233.57,400,130,166738,11428280,233.67,233.74,144,200,3,1,233.57,233.75,400,201,1,2,233.53,233.77,10,8,1,1,233.51,233.78,27,179,1,3,233.45,233.8,15,25,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,233.25,234.17,55,1,2,1,AAPL
2024-10-21T11:55:09.160176239Z,2024-10-21T11:55:09.160009889Z,10,2,38,C,A,3,233.78,29,130,166350,11428375,233.67,233.74,144,200,3,1,233.57,233.75,400,201,1,2,233.53,233.77,10,8,1,1,233.51,233.78,27,150,1,2,233.45,233.8,15,25,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,233.25,234.17,55,1,2,1,AAPL
2024-10-21T11:55:09.160217682Z,2024-10-21T11:55:09.160051447Z,10,2,38,A,A,2,233.77,27,130,166235,11428376,233.67,233.74,144,200,3,1,233.57,233.75,400,201,1,2,233.53,233.77,10,35,1,2,233.51,233.78,27,150,1,2,233.45,233.8,15,25,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,233.25,234.17,55,1,2,1,AAPL
2024-10-21T11:55:13.899318666Z,2024-10-21T11:55:13.899151539Z,10,2,38,A,B,1,233.59,400,130,167127,11431712,233.67,233.74,144,200,3,1,233.59,233.75,400,201,1,2,233.53,233.77,10,35,1,2,233.51,233.78,27,150,1,2,233.45,233.8,15,25,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,233.25,234.17,55,1,2,1,AAPL
2024-10-21T11:55:22.016922342Z,2024-10-21T11:55:22.016715475Z,10,2,38,C,B,3,233.51,27,130,206867,11437208,233.67,233.74,144,200,3,1,233.59,233.75,400,201,1,2,233.53,233.77,10,35,1,2,233.45,233.78,15,150,1,2,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,233.24,234.17,1,1,1,1,AAPL
2024-10-21T11:55:22.060339836Z,2024-10-21T11:55:22.060173668Z,10,2,38,A,B,3,233.52,27,130,166168,11437365,233.67,233.74,144,200,3,1,233.59,233.75,400,201,1,2,233.53,233.77,10,35,1,2,233.52,233.78,27,150,1,2,233.45,233.8,15,25,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,233.25,234.17,55,1,2,1,AAPL
2024-10-21T11:55:22.132944892Z,2024-10-21T11:55:22.132778490Z,10,2,38,A,B,1,233.6,400,130,166402,11437593,233.67,233.74,144,200,3,1,233.6,233.75,400,201,1,2,233.53,233.77,10,35,1,2,233.52,233.78,27,150,1,2,233.45,233.8,15,25,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,233.25,234.17,55,1,2,1,AAPL
2024-10-21T11:55:26.448145163Z,2024-10-21T11:55:26.447978801Z,10,2,38,A,A,0,233.73,200,130,166362,11440665,233.67,233.73,144,200,3,1,233.6,233.75,400,201,1,2,233.53,233.77,10,35,1,2,233.52,233.78,27,150,1,2,233.45,233.8,15,25,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,233.25,234.17,55,1,2,1,AAPL
2024-10-21T11:55:30.365451020Z,2024-10-21T11:55:30.365285173Z,10,2,38,C,B,1,233.6,400,130,165847,11442747,233.67,233.73,144,200,3,1,233.53,233.75,10,201,1,2,233.52,233.77,27,35,1,2,233.45,233.78,15,150,1,2,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,233.24,234.17,1,1,1,1,AAPL
2024-10-21T11:55:30.365463941Z,2024-10-21T11:55:30.365297270Z,10,2,38,A,B,1,233.54,400,130,166671,11442749,233.67,233.73,144,200,3,1,233.54,233.75,400,201,1,2,233.53,233.77,10,35,1,2,233.52,233.78,27,150,1,2,233.45,233.8,15,25,1,1,233.4,233.94,110,200,2,1,233.39,233.98,10,44,1,3,233.31,234.0,110,155,2,7,233.3,234.13,100,400,1,1,233.25,234.17,55,1,2,1,AAPL
2024-10-21T11:55:30.377213560Z,2024-10-21T11:55:30.377046532Z,10,2,38,C,B,3,233.52,27,130,167028,11443045,233.67,233.73,144,200,3,1,233.54,233.75,400,201,1,2,233.53,233.77,10,35,1,2,233.45,233.78,15,150,1,2,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,233.24,234.17,1,1,1,1,AAPL
2024-10-21T11:55:30.377277043Z,2024-10-21T11:55:30.377110788Z,10,2,38,A,B,2,233.53,30,130,166255,11443050,233.67,233.73,144,200,3,1,233.54,233.75,400,201,1,2,233.53,233.77,40,35,2,2,233.45,233.78,15,150,1,2,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,233.24,234.17,1,1,1,1,AAPL
2024-10-21T11:55:30.509581691Z,2024-10-21T11:55:30.509413271Z,10,2,38,C,A,2,233.77,27,130,168420,11443614,233.67,233.73,144,200,3,1,233.54,233.75,400,201,1,2,233.53,233.77,40,8,2,1,233.45,233.78,15,150,1,2,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,233.24,234.17,1,1,1,1,AAPL
2024-10-21T11:55:30.509624409Z,2024-10-21T11:55:30.509458075Z,10,2,38,A,A,4,233.79,27,130,166334,11443615,233.67,233.73,144,200,3,1,233.54,233.75,400,201,1,2,233.53,233.77,40,8,2,1,233.45,233.78,15,150,1,2,233.4,233.79,110,27,2,1,233.39,233.8,10,25,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,233.24,234.13,1,400,1,1,AAPL
2024-10-21T11:55:30.560115755Z,2024-10-21T11:55:30.559949308Z,10,2,38,A,B,1,233.55,400,130,166447,11443807,233.67,233.73,144,200,3,1,233.55,233.75,400,201,1,2,233.53,233.77,40,8,2,1,233.45,233.78,15,150,1,2,233.4,233.79,110,27,2,1,233.39,233.8,10,25,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,233.24,234.13,1,400,1,1,AAPL
2024-10-21T11:55:31.195089596Z,2024-10-21T11:55:31.194923125Z,10,2,38,A,B,2,233.54,27,130,166471,11444867,233.67,233.73,144,200,3,1,233.55,233.75,400,201,1,2,233.54,233.77,27,8,1,1,233.53,233.78,40,150,2,2,233.45,233.79,15,27,1,1,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,AAPL
2024-10-21T11:55:31.195189780Z,2024-10-21T11:55:31.195023714Z,10,2,38,C,B,3,233.53,30,130,166066,11444870,233.67,233.73,144,200,3,1,233.55,233.75,400,201,1,2,233.54,233.77,27,8,1,1,233.53,233.78,10,150,1,2,233.45,233.79,15,27,1,1,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,AAPL
2024-10-21T11:55:34.079427496Z,2024-10-21T11:55:34.079261198Z,10,2,38,C,B,0,233.67,139,130,166298,11447051,233.67,233.73,5,200,2,1,233.55,233.75,400,201,1,2,233.54,233.77,27,8,1,1,233.53,233.78,10,150,1,2,233.45,233.79,15,27,1,1,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,AAPL
2024-10-21T11:55:35.303088788Z,2024-10-21T11:55:35.302921978Z,10,2,38,C,B,0,233.67,2,130,166810,11448345,233.67,233.73,3,200,1,1,233.55,233.75,400,201,1,2,233.54,233.77,27,8,1,1,233.53,233.78,10,150,1,2,233.45,233.79,15,27,1,1,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,AAPL
2024-10-21T11:55:35.303234088Z,2024-10-21T11:55:35.303067914Z,10,2,38,C,B,0,233.67,3,130,166174,11448346,233.55,233.73,400,200,1,1,233.54,233.75,27,201,1,2,233.53,233.77,10,8,1,1,233.45,233.78,15,150,1,2,233.4,233.79,110,27,2,1,233.39,233.8,10,25,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,233.24,234.13,1,400,1,1,AAPL
2024-10-21T11:55:35.304698115Z,2024-10-21T11:55:35.304531207Z,10,2,38,A,B,0,233.67,2,130,166908,11448347,233.67,233.73,2,200,1,1,233.55,233.75,400,201,1,2,233.54,233.77,27,8,1,1,233.53,233.78,10,150,1,2,233.45,233.79,15,27,1,1,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,AAPL
2024-10-21T11:55:35.305902949Z,2024-10-21T11:55:35.305736838Z,10,2,38,C,B,0,233.67,2,130,166111,11448348,233.55,233.73,400,200,1,1,233.54,233.75,27,201,1,2,233.53,233.77,10,8,1,1,233.45,233.78,15,150,1,2,233.4,233.79,110,27,2,1,233.39,233.8,10,25,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,233.24,234.13,1,400,1,1,AAPL
2024-10-21T11:55:35.374378511Z,2024-10-21T11:55:35.374212373Z,10,2,38,C,B,0,233.55,400,130,166138,11448379,233.54,233.73,27,200,1,1,233.53,233.75,10,201,1,2,233.45,233.77,15,8,1,1,233.4,233.78,110,150,2,2,233.39,233.79,10,27,1,1,233.31,233.8,110,25,2,1,233.3,233.94,100,200,1,1,233.25,233.98,55,44,2,3,233.24,234.0,1,155,1,7,233.23,234.13,50,400,1,1,AAPL
2024-10-21T11:55:35.374392676Z,2024-10-21T11:55:35.374226300Z,10,2,38,A,B,2,233.5,200,130,166376,11448380,233.54,233.73,27,200,1,1,233.53,233.75,10,201,1,2,233.5,233.77,200,8,1,1,233.45,233.78,15,150,1,2,233.4,233.79,110,27,2,1,233.39,233.8,10,25,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,233.24,234.13,1,400,1,1,AAPL
2024-10-21T11:55:38.243838236Z,2024-10-21T11:55:38.243671650Z,10,2,38,C,A,0,233.73,200,130,166586,11450385,233.54,233.75,27,201,1,2,233.53,233.77,10,8,1,1,233.5,233.78,200,150,1,2,233.45,233.79,15,27,1,1,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,233.24,234.17,1,1,1,1,AAPL
2024-10-21T11:55:38.243849825Z,2024-10-21T11:55:38.243683612Z,10,2,38,A,A,0,233.75,200,130,166213,11450386,233.54,233.75,27,401,1,3,233.53,233.77,10,8,1,1,233.5,233.78,200,150,1,2,233.45,233.79,15,27,1,1,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,233.24,234.17,1,1,1,1,AAPL
2024-10-21T11:55:38.298503075Z,2024-10-21T11:55:38.298336797Z,10,2,38,A,B,2,233.51,200,130,166278,11450436,233.54,233.75,27,401,1,3,233.53,233.77,10,8,1,1,233.51,233.78,200,150,1,2,233.45,233.79,15,27,1,1,233.4,233.8,110,25,2,1,233.39,233.94,10,200,1,1,233.31,233.98,110,44,2,3,233.3,234.0,100,155,1,7,233.25,234.13,55,400,2,1,233.24,234.17,1,1,1,1,AAPL
2024-10-21T11:55:38.572580545Z,2024-10-21T11:55:38.572413983Z,10,2,38,A,A,0,233.74,200,130,166562,11450747,233.54,233.74,27,200,1,1,233.53,233.75,10,201,1,2,233.51,233.77,200,8,1,1,233.45,233.78,15,150,1,2,233.4,233.79,110,27,2,1,233.39,233.8,10,25,1,1,233.31,233.94,110,200,2,1,233.3,233.98,100,44,1,3,233.25,234.0,55,155,2,7,233.24,234.13,1,400,1,1,AAPL
